testtopic	questionid	question	optiona	optionb	optionc	optiond	optione	optionf
Programming-with-C-Test-39	144633	"What would be printed on the standard output as a result of the following code snippet?<br><br>main()<br>{<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;int i=5;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;char option = 5;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;switch(option)<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;case '5':<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;printf(""case : 1 \n"");<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;break;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;case i:<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;printf(""case : 2 \n"");<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;break;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;default:<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;printf(""case : 3 \n"");<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;break;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;}<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;return 0;<br>}"	case : 1	case : 2	case : 3	Result in compilation error	None of the above<br>	
Programming-with-C-Test-39	144634	"Read the following two declaration statements.<br><br>
1. #include &lt;stdio.h&gt;<br>
2. #include ""stdio.h""<br><br>
Which of the following statements pertaining to the above two statements are correct?"	"For statement 1, the header file will be searched first in the local directory and then in the standard system directories such as ""/usr/include"""	"For statement 1, the header file will be searched in the standard system directories such as ""/usr/include"""	"For statement 2, the header file will be searched first in the local directory and then in the standard system directories such as ""/usr/include"""	"For statement 2, the header file will be searched in the standard system directories such as ""/usr/include"""	None of the above<br>	
Programming-with-C-Test-39	144635	"What would be printed on the standard output as a result of the following code snippet?<br><br>int Recur(int num)<br>{<br>if(num==1 || num==0)<br>return 1;<br>if(num%2==0)<br>return Recur(num/2)+2;<br>else<br>return Recur(num-1)+3;<br>}<br><br>int main()<br>{<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;int a=9;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;printf(""%d\n"", Recur(a));<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;return 0;<br>}"	10	9	11	8	None of the above<br>	
Programming-with-C-Test-39	144636	"From which of the following loop or conditional constructs, is ""break"" used for an early exit?"	switch	for	while	do-while	All of the above	
Programming-with-C-Test-39	144637	"What will be printed on the standard output as a result of the following code snippet?<br><br>main()<br>{<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;int num = 425;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;printf(""%d"", printf(""%d"", num)); <br>}"	Will result in Compilation Error	4425	4253	3435	None of the above<br>	
Programming-with-C-Test-39	144638	Which of the following is not a relational operator?	==	!=	<>	>=	<= <br>	
Programming-with-C-Test-39	144639	Which of the following is not a storage type?	auto	global	static	register	extern	
Programming-with-C-Test-39	144640	What happens when the continue keyword is encountered in the 'for loop'?	Control passes to the initialization of the loop	Control passes to the condition of the loop	Control passes to the beginning of the loop	Control passes to the first statement of the loop	Control passes to the statement preceding the end of the loop<br>	
Programming-with-C-Test-39	144641	"What will be printed on the standard output as a result of the following code snippet?<br><br>void main()<br>{<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;int num1 = 30, num2 = 4;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;float result;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;result = (float)(num1/num2);<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;printf(""%.2f"", result);<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;return 0;<br>}"	7	7.00	7.000000	7.5	7.50<br>	
Programming-with-C-Test-39	144642	"What will be printed on the standard output as a result of the following code snippet?<br><br>void main()<br>{<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;char arr1[] = ""REGALINT"";<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;printf(""%d,"",strlen(arr1));<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;printf(""%d"",sizeof(arr1));<br>}"	1,1	8,4	8,8	8,9	9,8<br>	
Programming-with-C-Test-39	144643	"What will happen when the following code is executed?<br><br>
void main()<br>{<br>
&nbsp;&nbsp;&nbsp;&nbsp;char arr1[] = ""REGALINT"";<br>
&nbsp;&nbsp;&nbsp;&nbsp;char *arr2;<br>
&nbsp;&nbsp;&nbsp;&nbsp;arr2 = arr1;<br>
&nbsp;&nbsp;&nbsp;&nbsp;printf(""%d,"",sizeof(arr1));<br>        &nbsp;&nbsp;&nbsp;&nbsp;printf(""%d"",sizeof(arr2));<br>
}"	1,1	1,4	8,8	8,9	9,4	
Programming-with-C-Test-39	144644	"What will happen when the following code is executed?<br><br>
{<br>
int num;<br>
num =0;<br>
do {-- num;<br>
printf(""%d\n"", num);<br>
num++;<br>
} while (num >=0);<br>
}"	The loop will run infinitely	The program will not enter the loop	There will be a compilation error	A runtime error will be reported		
Programming-with-C-Test-39	144645	"What will be printed on the standard output as a result of the following code snippet?<br><br>void main()<br>{<br>&nbsp;&nbsp;&nbsp;&nbsp;int i,j,k;<br>&nbsp;&nbsp;&nbsp;&nbsp;i=4;<br>&nbsp;&nbsp;&nbsp;&nbsp;j=30;<br>&nbsp;&nbsp;&nbsp;&nbsp;k=0;<br>&nbsp;&nbsp;&nbsp;&nbsp;k=j++/i++;<br>&nbsp;&nbsp;&nbsp;&nbsp;++k;<br>&nbsp;&nbsp;&nbsp;&nbsp;printf(""%d %d %d"",i,j,k);<br>}"	5 31 8	5 31 7	5 31 6	4 30 7		
Programming-with-C-Test-39	144646	"Read the statement below:<br><br>extern int a;<br><br>Which of the following statement/s pertaining to the above statement is/are correct?"	"Declares an integer variable a; Allocates storage for the variable"	"Declares an integer variable a; Does not allocate the storage for the variable"	Indicates that the variable is defined outside the current file	Brings the scope of the variable defined outside the file to this file	All of the above	None of the above<br>
Programming-with-C-Test-39	144647	"An array is defined with the following statement in a file, file1.c<br><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;int a[ ] = { 1, 2, 3, 4, 5, 6 };<br><br>In another file, file2.c, the following code snippet is written to use the array a:<br><br>extern int a[];<br>int size = sizeof(a);<br><br>What is wrong with the above code snippet?"	The size of the operator cannot be applied to an array	There is nothing wrong with the code snippet. The value of the size will be 6	There is nothing wrong with the code snippet. The value of the size will be 7	An extern array of unspecified size is an incomplete type. The size of the operator during compile time is unable to learn the size of an array that is defined in another file	None of the above<br>	
Programming-with-C-Test-39	144648	"What would be printed on the standard output as a result of the following code snippet?<br><br>
int b = 5;<br>
main()<br>
{<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;void addup (int b);<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;int i;<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;for(i=1; i<=5; i++)<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;addup(1);<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;return 0;<br>
}<br>
void addup (int b)<br>
{<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;static int v1;<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;v1 = v1+b;<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;printf(""%d "", v1);<br>
}"	1 2 3 4 5	5 6 7 8 9	5 5 5 5 5	1 1 1 1 1	Undefined value<br>	
Programming-with-C-Test-39	144649	Which of the following statements are correct for the keyword register?	It is a storage-class-specifier	It guarantees that the variable is kept in the CPU register for maximum speed	It requests that the variable be kept in the CPU register for maximum speed	It does not guarantee that the variable value is kept in CPU register for maximum speed<br>		
Programming-with-C-Test-39	144650	"What would be printed on the standard output as a result of the following code snippet?<br><br>main()<br>{<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;void addup (int b);<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;addup(b);<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;return 0;<br>}<br>int b = 5;<br>void addup (int b)<br>{<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;static int v1;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;v1 = v1+b;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;printf(""%d "", v1);<br>}"	Will result in Compilation Error	5	0	Undefined value<br>		
Programming-with-C-Test-39	144651	In which area of memory are static variables allocated?	stack	heap	With the code binary	None of the above<br>		
Programming-with-C-Test-39	144652	Which is/are the type/s of memory allocation that needs/need the programmer to take care of memory management? 	Static memory allocation	Dynamic memory allocation	Automatic memory allocation	Memory allocation on stack	Memory allocation on heap<br>	
Programming-with-C-Test-39	144653	"What would be printed on the standard output as a result of the following code snippet?<br><br>
main()<br>
{<br>
enum {red, green, blue = 6, white};<br>
printf(""%d %d %d %d"", red, green, blue, white);<br>
return 0;<br>
}"	0 1 6 2	0 1 6 7	Will result in Compilation Error	None of the above<br>		
Programming-with-C-Test-39	144654	"What would be printed on the standard output as a result of the following&nbsp;&nbsp;code snippet?<br><br>main()<br>{<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;enum {red, green, blue = 0, white};<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;printf(""%d %d %d %d"", red, green, blue, white);<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;return 0;<br>}"	Will result in Compilation Error	0 1 2 3	0 1 0 1	0 1 0 2	Undefined<br>	
Programming-with-C-Test-39	144655	"What does the following function do?<br><br>
int fn(unsigned int x)<br>
{<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;int count = 0;<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;for(; x!=0; x&=(x-1))<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;count++;<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;return count;<br>
}"	Returns the minimum number of bits required to represent the number x	Returns the number of zero bits present in the number x	Returns the number of 1 bits(bits having one) in the number x	Returns the square root of the number	None of the above<br>	
Programming-with-C-Test-39	144656	"Given the operators:<br><br>
1) *<br>
2) /<br>
3) %<br><br>
What would be the order of precedence?"	1,2,3	1,3,2	3,2,1	All have the same precedence	1 and 2 have the same precedence, 3 is of lower precedence<br>	
Programming-with-C-Test-39	144657	Which of the following is not a type of operator ? 	Rational	Unary	Ternary	Compound assignment	Logical<br>	
Programming-with-C-Test-39	144658	"What would be printed on the standard output as a result of the following code snippet?<br><br>
void main()<br>
{<br>
&nbsp;&nbsp;&nbsp;&nbsp;unsigned char a=25;<br>
&nbsp;&nbsp;&nbsp;&nbsp;a = ~a;<br>
&nbsp;&nbsp;&nbsp;&nbsp;signed char b = 25;<br>
&nbsp;&nbsp;&nbsp;&nbsp;b = ~b;<br>
&nbsp;&nbsp;&nbsp;&nbsp;printf(""%d %d "", a, b);<br>
}"	0 0	230 230	230 -26	230 -103	None of the above	
Programming-with-C-Test-39	144659	"What would be printed on the standard output as a result of the following code snippet?<br><br>#define func(t, a, b) { t temp; temp=a; a=b; b=temp; }<br>main()<br>{<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;int a=3, b=4;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;float c=4.5, d = 5.99;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;func(int, a, b);<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;func(float, c, d);<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;printf(""%d %d "", a, b);<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;printf(""%.2f %.2f\n"", c, d); <br>}"	Results in Compilation Error	3 4 5.99 4.50	3 4 4.50 5.99	4 3 5.99 4.50	None of the above<br>	
Programming-with-C-Test-39	144660	"What would be printed on the standard output as a result of the following code snippet?<br><br>#define max(a, b) ((a) &gt; (b)?(a):(b))<br>main()<br>{<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;int a=4;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;float b=4.5;<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;printf(""%.2f\n"",max(a, b)); <br>}"	Results in Compilation Error	Undefined value	4.50	4.0	None of the above<br>	
Programming-with-C-Test-39	144661	"What would be printed on the standard output as a result of the following code snippet?<br><br>
#define max(a, b)((a) > (b)?(a):(b))<br>
main()<br>
{<br>
int a=4, c = 5;<br>
printf(""%d "", max(a++, c++));<br>
printf(""%d %d\n"", a,c);<br>
}"	Results in Compilation Error	6 4 5	6 5 7	6 5 6	None of the above	
Programming-with-C-Test-39	144662	"What would be printed on the standard output as a result of the following code snippet?<br><br>
#define Name Manish<br>
main()<br>
{<br>
printf(""My name""""Name"");<br>
}"	My name Manish	My nameName	Results in Compilation Error	None of the above		
Programming-with-C-Test-39	144663	"What would be printed on the standard output as a result of the following code snippet?<br><br>
main( )<br>
{<br>
char *str[ ] = { <br>
""Manish""<br>
""Kumar""<br>
""Choudhary""<br>
};<br>
printf ( ""\nstring1 = %s"", str[0] );<br>
printf ( ""\nstring2 = %s"", str[1] );<br>
printf ( ""\nstring3 = %s"", str[2] );<br>
}"	string1 = Manish<br>string2 = Kumar<br>string3 = Choudhary	string1 = Manish<br>string2 = Manish<br>string3 = Manish	string1 = ManishKumarChoudhary<br> string2 = (null)<br>string3 = (null)	You will get an error message from the compiler		
Programming-with-C-Test-39	144664	What will happen if you assign a value to an element of an array the subscript of which exceeds the size of the array?	The element will be set to 0	"Nothing; it is commonly done"	It is undefined behavior	You will get an error message from the compiler<br>		
Programming-with-C-Test-39	144665	"Is the following statement correct? If not, why not? If yes, what is the size of the array?&nbsp;&nbsp;<br><br>int array[][3] = { {1,2}, {2,3}, {3,4,2} };&nbsp;&nbsp;"	Yes, the size is three columns by two rows 	Yes, the size is two columns by two rows	No, the first dimension is omitted	No, one of the three initializer sets contains too many numbers	Yes, the size is three columns by three rows<br>	
Programming-with-C-Test-39	144666	"Study the following code:<br><br>
&nbsp;&nbsp;&nbsp;&nbsp;int n = 2;<br>
&nbsp;&nbsp;&nbsp;&nbsp;int a[n];<br><br>
What is the error in the above code?"	There is no error	The minimum limit of an array is 5	The second statement should be placed before the first	A constant value has to be given in place of a variable for array declaration		
Programming-with-C-Test-39	144667	"Study the following code where num is an integer array and n is the length of the array:<br><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;for(i=0;i&lt;n-1;i++) <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{ <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;for(j=i+1;j&lt;n;j++) <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{ <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;if(num[i] &gt; num[j]) <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{ <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;var=num[i]; <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;num[i]=num[j]; <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;num[j]=var; <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;} <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;} <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;} <br>What does the above code do? "	It prints the elements of the array in the ascending order	It calculates the sum of the elements of the array	It sorts the array in the ascending order	It sorts the array in the descending order	It calculates the average of the elements of the array<br>	
Programming-with-C-Test-39	144668	"What is the error in the following statement where str is a character array and the statement is supposed to traverse through the whole character string str?<br><br>
for(i=0;str[i];i++)"	There is no error	There should be no semi colon after the statement	The condition should be str[i] != '\0'	The condition should be str[i] != NULL	i should be initialized to 1	
Programming-with-C-Test-39	144669	Which of the following is the correct way of initializing a two-dimensional array? 	"char str[2][4]={ <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; ""abc"", <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; ""def"" <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; }; "	"char str[2][4]={ <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{""abc""}, <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{""def""} <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; }; "	"char str[2][4]={ <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{'a','b','c','\0'}, <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{'d','e','f','\0'} <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; }; "	a and b	a, b and c <br>	
Programming-with-C-Test-39	144670	"Given the following array:<br><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;char books[][40]={ <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; ""The Little World of Don Camillo"", <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; ""To Kill a Mockingbird"", <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; ""My Family and Other Animals"", <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; ""Birds, Beasts and Relatives"" <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;}; <br>what would be the output of printf(""%c"",books[2][5]);? "	m	M	F	i	L <br>	
